HITId,RequesterAnnotation,WorkerId,AssignmentId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,Answer.workerId,Answer.hitId,Answer.rank1,Answer.rank2,Answer.rank3,Answer.rank4,Answer.rank5,Answer.rank6,Answer.rank7,Answer.rank8,Answer.rank9,Answer.rank10,Answer.rank11,Answer.rank12,Answer.rank13,Answer.rank14,Answer.rank15,Answer.rank16,Answer.rank17,Answer.rank18,Answer.rank19,Answer.rank20,Answer.rank21,Answer.rank22,Answer.rank23,Answer.rank24,Answer.rank25
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A1GTAZVJU5NIVF,3QAPZX2QNM9V6HMRDN2PQGNNW5020D,Submitted,2026-05-11T23:58:35+09:00,2026-05-12T00:27:45+09:00,2026-05-15T00:27:45+09:00,A1GTAZVJU5NIVF,H_0001,DAEFCB,DABCEF,FABCDE,ABCDEF,BFEACD,EBCDFA,BACEFD,FABCDE,FBCDEA,CDABEF,CABDEF,ABDEFC,ABCEFD,DCEFBA,BADEFC,FABCDE,DBACEF,FABCDE,DCEFBA,EBCDFA,CABDEF,CABEFD,EABCDF,FABCDE,BACDEF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A2JZRGGPKHCPZI,388U7OUMFPXCA13CSDHQROVV8XFR0G,Submitted,2026-05-11T23:55:39+09:00,2026-05-12T00:29:41+09:00,2026-05-15T00:29:41+09:00,A2JZRGGPKHCPZI,H_0001,EABCDF,DABCEF,ABDEFC,ACDBFE,ABEDCF,ABDECF,ABCDFE,FABCDE,ABDEFC,ACDBEF,ABDCEF,AFCDEB,DBCEFA,BECDFA,ABDECF,AFBDEC,BACEFD,DBCEFA,ABCEFD,ADBEFC,CABEDF,CBDEAF,ADBECF,BFACED,BDCEAF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A11TWZ8EQJ9E7P,3U088ZLJV2PHIXKYR7RWEN3C0CU0WS,Submitted,2026-05-11T23:48:31+09:00,2026-05-12T00:33:08+09:00,2026-05-15T00:33:08+09:00,A11TWZ8EQJ9E7P,H_0001,ABFCED,DFBACE,ACDBFE,ACBDFE,FACBDE,ADFEBC,BCADEF,FABCDE,ADEFBC,FCDABE,CEADBF,CDFAEB,CDEAFB,CEFABD,FEACDB,AEBCFD,DFAEBC,EBCADF,ABFDCE,ADFEBC,CAEFBD,CABEDF,DBCAFE,CDAFBE,DACEBF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A6OFKIDN0B2ML,3CTOC39K3PM9UOKJ57TQ4CJR6URJ7G,Submitted,2026-05-11T23:58:35+09:00,2026-05-12T00:34:21+09:00,2026-05-15T00:34:21+09:00,A6OFKIDN0B2ML,H_0001,EABCDF,ABCEFD,ABCDEF,BCDEFA,BFCADE,ABCDEF,ABCFDE,ABCDEF,BFADEC,CADBEF,ABDCEF,ACEFDB,BACEFD,CDEFBA,ABCEFD,ABCDEF,BCDEFA,EABCDF,BDACEF,BDEAFC,ABDEFC,FABCED,EABCDF,FACEDB,ABCEFD
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A2OXYZ82Q8UTSA,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,Submitted,2026-05-11T23:58:56+09:00,2026-05-12T00:36:08+09:00,2026-05-15T00:36:08+09:00,A2OXYZ82Q8UTSA,H_0001,EABFDC,DABCEF,AEBCDF,ABDECF,EDACBF,ADFBEC,FABCED,FABCDE,ADEBFC,FBEADC,CABDEF,CFDAEB,DCEBAF,CDFEAB,CBDAFE,EAFBDC,CEBDFA,EDCFBA,EDBAFC,ADFEBC,CABDEF,CADBEF,FDEABC,FABCDE,FBCAED
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A36B4ZMCYQHKBJ,333U7HK6IRBPBXLTWKWC44TNS5UJD9,Submitted,2026-05-11T23:58:46+09:00,2026-05-12T00:38:44+09:00,2026-05-15T00:38:44+09:00,A36B4ZMCYQHKBJ,H_0001,DAEBCF,DABCEF,ABFDCE,ABCDEF,BDECFA,FADBCE,FEACBD,FABCDE,EDABCF,CFBAED,CABDEF,DCFBAE,CDAFBE,CADEFB,CAFEBD,FBDACE,DBAFEC,EFACDB,ABFCDE,FDABCE,CABDEF,BCADEF,ADCBFE,FABCDE,CEBADF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,AQC0BTLWPBNGF,3S4AW7T80TEI6RQ06U7WHFC9JH6L40,Submitted,2026-05-11T23:58:35+09:00,2026-05-12T00:40:11+09:00,2026-05-15T00:40:11+09:00,AQC0BTLWPBNGF,H_0001,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A177VIW43UU3O2,39GHHAVOMXNCB12039VJ10ZHFS1J4W,Submitted,2026-05-11T23:47:00+09:00,2026-05-12T00:41:40+09:00,2026-05-15T00:41:40+09:00,A177VIW43UU3O2,H_0001,EACDBF,DABCEF,DABCEF,ABCDEF,BCAEDF,ADFBEC,FCABED,FABCDE,ADEBFC,CEABFD,CABDEF,CFDEAB,CDBEAF,CDFEAB,CBADFE,CADEFB,CBEDAF,DCEABF,BACFED,ADFBEC,CABDEF,CFADEB,AEFDBC,FADCEB,DBAFCE
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A3DJUABETF36E0,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,Submitted,2026-05-11T23:58:35+09:00,2026-05-12T00:42:21+09:00,2026-05-15T00:42:21+09:00,A3DJUABETF36E0,H_0001,DEFABC,DCAEBF,ADBCEF,ACDFBE,BCAEDF,AFCBED,FABCED,FCBDAE,AFEBDC,CAEBDF,CBDFAE,CADBEF,DCAEFB,CDFEAB,BEFACD,AEFDBC,CDBEFA,ECADBF,ABDCFE,AFDBEC,CDABEF,CABEFD,ACBDEF,FAEBDC,BCAEFD
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,AZYA2Y03VX8IE,3180JW2OTM8U7K60HEET6S5VFOWJ51,Submitted,2026-05-11T23:58:35+09:00,2026-05-12T00:42:30+09:00,2026-05-15T00:42:30+09:00,AZYA2Y03VX8IE,H_0001,EAFBCD,DABCFE,ABEDCF,ADCBFE,BAFCDE,ACFDBE,DCABFE,FCADBE,ACDEFB,CADFBE,CBAFDE,CBAEDF,CDAFBE,CABFED,CBFEAD,EACBFD,CAFDBE,CABFDE,CDFABE,CBFEAD,ADBCFE,CABEFD,CABDEF,CBEFAD,CBAEFD
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A2GMN5LBCBZFMX,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,Submitted,2026-05-12T00:12:07+09:00,2026-05-12T00:50:22+09:00,2026-05-15T00:50:22+09:00,A2GMN5LBCBZFMX,H_0001,EBACDF,DABCEF,BEADCF,ABCDEF,BAFCDE,ABEDCF,BACDEF,FABCDE,ADBECF,CADBEF,CABDEF,CBAEFD,DCBEAF,CDEBFA,EAFCDB,AEBDCF,CEABFD,DABECF,BAEFCD,ACBEDF,CEBDFA,CADBEF,EFCBDA,AFEDCB,CADBEF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,AEQILMF8D79LM,37W3JXSD6O4EFSGJZF256FXWCP9YWR,Submitted,2026-05-11T23:58:56+09:00,2026-05-12T00:51:04+09:00,2026-05-15T00:51:04+09:00,AEQILMF8D79LM,H_0001,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A1HSQYTKC4MRTU,3570Y55XZ7FII6QJKAYNKCB8I1JYGS,Submitted,2026-05-11T23:58:46+09:00,2026-05-12T00:51:59+09:00,2026-05-15T00:51:59+09:00,A1HSQYTKC4MRTU,H_0001,ACBDFE,ACBDEF,ACBDEF,ACBDEF,ACBDEF,ACBDEF,ACBDEF,ACBDEF,ACBDFE,ACBDEF,ACBDEF,CABDFE,ACBDEF,ACBDEF,ACBDFE,ACBDEF,ACBDEF,ACBDEF,BACDFE,ACBDEF,ACBDEF,ACBDFE,ACBDEF,ACBDFE,ACBDEF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A1TLL0JREJSYKE,33OOO72IVZH9K8BK8IF5M4YE57ACT8,Submitted,2026-05-11T23:58:46+09:00,2026-05-12T00:52:26+09:00,2026-05-15T00:52:26+09:00,A1TLL0JREJSYKE,H_0001,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,AZV2KQT9MRY05,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,Submitted,2026-05-11T23:58:35+09:00,2026-05-12T00:57:26+09:00,2026-05-15T00:57:26+09:00,AZV2KQT9MRY05,H_0001,EADFBC,DABCEF,ABEFCD,ABCDEF,DECABF,ADBECF,FBCAED,FABCDE,ADFBEC,FBEADC,CABDEF,CEDFBA,CDFBEA,CDFEAB,BCAFED,EAFCBD,CEBDAF,EADCFB,CDFEAB,ADCBEF,CABDEF,BDACFE,ECADBF,FACBED,FBAEDC
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A2ODBJIVAU4NJC,340UGXU9DGXKJUW9Z40KHS859SWVUG,Submitted,2026-05-12T00:03:47+09:00,2026-05-12T01:00:29+09:00,2026-05-15T01:00:29+09:00,A2ODBJIVAU4NJC,H_0001,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,CBDEAF,CDBEAF,CDFBEA,FECABD,BFCDAE,AFDCBE,BADCFE,BADFEC,ACDFBE,CABDEF,AEBCDF,DCBAEF,EDCABF,CAEBDF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,AZTAPCOD2Y512,3AAPLD8UCUD01GM0UAT6XVVUIZETHX,Submitted,2026-05-12T00:58:43+09:00,2026-05-12T01:11:54+09:00,2026-05-15T01:11:54+09:00,AZTAPCOD2Y512,H_0001,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF,ABCDEF
3THR0FZ966OJN02OZCH36TMIWWNLOY,H_0001,A361WGXXHRABJW,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,Submitted,2026-05-12T00:58:53+09:00,2026-05-12T01:17:02+09:00,2026-05-15T01:17:02+09:00,A361WGXXHRABJW,H_0001,CFEBAD,DABCEF,AFCBDE,ADCEFB,BACDEF,ACFDBE,BFDACE,FABCDE,BACEDF,CAEBDF,CABDEF,CBDAEF,CDABEF,CEDABF,DECABF,CEDABF,DFABCE,EBADCF,BCAEDF,ACBDEF,CABDEF,FDABCE,FACBDE,ABCDEF,EBACDF
